user_id,order_number,product_id,eval_set
7795,2,4713045012018,prior
7795,2,8712045012727,prior
7795,2,4710498124152,prior
7795,2,4710498234202,prior
7795,2,4712031000060,prior
7795,2,4710311012413,prior
7795,2,4716587123006,prior
7795,3,4710030110308,prior
7795,3,28851030212,prior
7795,3,4717362800648,prior
7795,3,4718393000366,prior
7795,3,4710740600175,prior
7795,3,4710883000146,prior
7795,3,20566067,prior
7795,3,4711300986739,prior
7795,3,4710823997239,prior
7795,3,4710126090682,prior
7795,4,50000301829,train
7795,4,4717362800136,train
7795,4,4014612508232,train
7795,4,4710498124169,train
7795,4,4710114168300,train
7795,4,4710043004717,train
7795,4,4713243940496,train
7795,4,4714082270225,train
7795,4,4710114221203,train
7795,4,4719864040119,train
10801,1,4714082270041,prior
10801,2,4710265849066,prior
10801,2,4710265815566,prior
10801,2,4710094021565,prior
10801,2,4712425010712,prior
10801,2,4710063021053,prior
10801,3,8410660001026,prior
10801,3,5025232159468,prior
10801,3,4710247001338,prior
10801,3,4710543111076,prior
10801,4,4718121000712,prior
10801,4,4711573333537,prior
10801,4,4718433613471,prior
10801,5,4710114606048,prior
10801,5,4710543215040,prior
10801,5,4710171004481,prior
10801,5,4710466103080,prior
10801,5,4714242832683,prior
10801,5,4710543310059,prior
10801,5,4711271000014,prior
10801,5,4710289000016,prior
10801,5,4901326040090,prior
10801,5,8851111202652,prior
10801,5,4716349070333,prior
10801,6,4710015102946,prior
10801,6,4710543111076,prior
10801,6,4714499039309,prior
10801,6,4716349070333,prior
10801,6,4710047505746,prior
10801,6,4711390436916,prior
10801,6,4714082270041,prior
10801,6,4712076005402,prior
10801,6,4714499410429,prior
10801,6,4901005132702,prior
10801,7,4710303246734,prior
10801,7,4710363337007,prior
10801,7,9556015140114,prior
10801,7,4719859760855,prior
10801,7,4712425010712,prior
10801,8,4712425010712,prior
10801,8,4710094019609,prior
10801,8,4710054145812,prior
10801,8,4710036000719,prior
10801,9,4710063156144,prior
10801,9,4710022275503,prior
10801,9,4710085120628,prior
10801,9,20539207,prior
10801,10,34000102112,prior
10801,10,4714108700064,prior
10801,10,4710088620996,prior
10801,10,4710085120710,prior
10801,10,4714108700040,prior
10801,10,4712425010712,prior
10801,10,4710104112924,prior
10801,10,34000100095,prior
10801,11,4711985100024,prior
10801,11,4710043552102,prior
10801,11,4710036009064,prior
10801,11,4710032604751,prior
10801,11,4712425010712,prior
10801,11,4710094019609,prior
10801,12,8888021200256,prior
10801,12,4711437000162,prior
10801,12,4712054601091,prior
10801,12,4711616003731,prior
10801,12,4715874000662,prior
10801,13,4711049230032,prior
10801,13,4710094019609,prior
10801,13,4710017096717,prior
10801,13,4710114128038,prior
10801,14,4713205070919,prior
10801,14,4710085120680,prior
10801,14,4710363342001,prior
10801,14,4902520163103,prior
10801,14,4710105020341,prior
10801,14,4712425010712,prior
10801,14,4716349070333,prior
10801,14,4718433613471,prior
10801,15,4714957290143,prior
10801,15,733879211733,prior
10801,15,4710289000030,prior
10801,15,4713691050006,prior
10801,16,4710363352000,train
10801,16,4714541030025,train
10801,16,4710126191372,train
10801,16,2270022004944,train
10801,16,4710104112924,train
11235,1,4710043355345,prior
11235,1,4714532130277,prior
11235,1,4710043355222,prior
11235,2,4710363352000,prior
11235,2,4710049001987,prior
11235,2,4710105010182,prior
11235,2,4710291112172,prior
11235,2,8850157000055,prior
11235,2,4714686936824,prior
11235,3,8850596730513,prior
11235,3,4710168102237,prior
11235,3,4711045228231,prior
11235,4,4710363196000,prior
11235,4,4710205007297,prior
11235,4,4710466102052,prior
11235,4,4712277888613,prior
11235,4,4901301043214,prior
11235,4,4712067899218,prior
11235,4,4710908120019,prior
11235,4,4975060511222,prior
11235,4,4710036220025,prior
11235,4,4712054701371,prior
11235,5,4710043980714,train
11235,5,7610053910763,train
11235,5,4711785563029,train
11235,5,4716114003351,train
11235,5,4716114721019,train
11235,5,2250271000188,train
11914,1,4710549000664,prior
11914,1,4710030626601,prior
11914,1,4719090106009,prior
11914,1,4711271000014,prior
11914,2,4710088432353,prior
11914,2,4710697560065,prior
11914,2,4710908131589,prior
11914,2,4710088424778,prior
11914,2,7610053910794,prior
11914,2,4710719000333,prior
11914,2,4715140032311,prior
11914,2,4710549000664,prior
11914,2,4711634002747,prior
11914,2,4710583110015,prior
11914,3,8990057979416,prior
11914,3,4711271000014,prior
11914,4,4710176040354,prior
11914,4,4710088432476,prior
11914,5,4710908110232,train
11914,5,38000080203,train
12249,1,4710314413477,prior
12249,1,4710094021381,prior
12249,1,50000301829,prior
12249,1,4712425010569,prior
12249,1,4714058833133,prior
12249,1,4973167118542,prior
12249,1,3061375036015,prior
12249,1,4719860716247,prior
12249,1,7707950312216,prior
12249,1,3600010008125,prior
12249,2,4714995000643,prior
12249,2,4977084300356,prior
12249,2,4977084300134,prior
12249,2,4934567392871,prior
12249,2,4711186500296,prior
12249,2,4710466101130,prior
12249,2,9003579302552,prior
12249,2,4710640109839,prior
12249,2,4710032502064,prior
12249,2,4712386028115,prior
12249,2,4710047502547,prior
12249,2,4901174310680,prior
12249,2,4710174042169,prior
12249,2,4710162000058,prior
12249,2,7707950311516,prior
12249,3,4710249001312,train
12249,3,4710249001732,train
12249,3,50000301829,train
12249,3,20555429,train
12249,3,4710249000841,train
12249,3,4710088412201,train
12249,3,4710498232284,train
12249,3,4710467221097,train
12249,3,4712425010255,train
12249,3,4710683100015,train
12249,3,4710104111569,train
12249,3,4712031000060,train
12249,3,4710498231188,train
12249,3,4710249000858,train
12249,3,4711564801212,train
12249,3,4710036003581,train
13697,1,4710908131589,prior
13697,1,50000301829,prior
13697,1,4710467221516,prior
13697,1,4710036011029,prior
13697,1,4710114361114,prior
13697,1,4710054139422,prior
13697,1,4710314914080,prior
13697,1,4710466103073,prior
13697,1,4710466103080,prior
13697,1,4711049230032,prior
13697,1,4710114604112,prior
13697,1,4710210100440,prior
13697,1,4710363522014,prior
13697,1,4710289000030,prior
13697,1,4710114606048,prior
13697,1,4710685440362,prior
13697,1,7231254801515,prior
13697,1,41736007284,prior
13697,1,4711128778998,prior
13697,1,4710032604799,prior
13697,2,4710084225676,prior
13697,2,4710054150168,prior
13697,2,4712425010712,prior
13697,2,4710189810203,prior
13697,2,4714854888627,prior
13697,2,4710363502009,prior
13697,2,4710189600323,prior
13697,2,4014400901573,prior
13697,2,4710095987402,prior
13697,2,4710047500116,prior
13697,2,4710363522007,prior
13697,2,4710363724005,prior
13697,2,2250271000430,prior
13697,2,4710291101039,prior
13697,2,4710559123698,prior
13697,2,4710265847666,prior
13697,2,41736007284,prior
13697,2,4713089002105,prior
13697,2,4710104106107,prior
13697,3,4710908131589,train
13697,3,4710175565704,train
13697,3,4710467221523,train
13697,3,4711271000472,train
13697,3,27000639641,train
13697,3,4710030623013,train
13697,3,4710030626601,train
13697,3,4710198221106,train
13697,3,4719581980347,train
13697,3,4710008212164,train
13697,3,4710110221511,train
13697,3,4710175565131,train
13697,3,4710085172696,train
13697,3,4710046011101,train
13697,3,4710291213022,train
13697,3,4719581980262,train
13697,3,4710088414311,train
13697,3,4710943109352,train
13697,3,4710685440362,train
13697,3,4710128420203,train
13697,3,4718433614829,train
13697,3,4710110533102,train
13697,3,4710559123698,train
13697,3,4710265847666,train
13697,3,4712275000055,train
13697,3,4710943109369,train
13697,3,20451066,train
15424,1,8712045008539,prior
15424,2,4716114000329,prior
15424,2,4710570004907,prior
15424,2,4710054510139,prior
15424,2,4710054510238,prior
15424,3,4711634002747,train
15424,3,4712603101218,train
15424,3,9556001804068,train
15424,3,4718433613228,train
15424,3,4710104111569,train
15424,3,4710085120628,train
15424,3,4710249000858,train
15424,3,4716381081243,train
15424,3,4710527519102,train
16766,1,4710908131589,prior
16766,1,4714050000328,prior
16766,1,4710291112172,prior
16766,1,4714981010038,prior
16766,1,4711634002747,prior
16766,1,4710144204443,prior
16766,2,4711271000014,prior
16766,3,719859796124,prior
16766,4,4719090900065,prior
16766,5,4714981010038,train
18173,1,4710096000322,prior
18173,1,4711258001256,prior
18173,1,4710088411785,prior
18173,1,4710323168078,prior
18173,1,4710772025236,prior
18173,1,4710085120628,prior
18173,1,4710323168054,prior
18173,1,4710063111389,prior
18173,1,4710085120093,prior
18173,1,4710085172702,prior
18173,2,4711524000419,prior
18173,2,4711634000460,prior
18173,2,4711524000396,prior
18173,2,4714981010038,prior
18173,2,4711524000471,prior
18173,2,4710011432825,prior
18173,3,4710094020964,prior
18173,3,4711039232190,prior
18173,4,20540791,prior
18173,5,4710431332156,prior
18173,6,4710043553024,prior
18173,6,4710030650057,prior
18173,6,4710321790509,prior
18173,6,4713758146031,prior
18173,6,4711437000018,prior
18173,6,4710126092631,prior
18173,6,4710011432825,prior
18173,6,4719862260410,prior
18173,6,4713811100031,prior
18173,7,4713915571317,prior
18173,8,4713915571317,prior
18173,9,20514723,prior
18173,10,4710731060124,prior
18173,10,4714058833126,prior
18173,11,4710088411785,prior
18173,11,4711663700010,prior
18173,11,4711178200043,prior
18173,11,4710088411440,prior
18173,11,4710036000726,prior
18173,12,4710221680467,prior
18173,12,4710094014741,prior
18173,13,4714072600032,prior
18173,13,4714072601428,prior
18173,13,4712297141606,prior
18173,14,20489250,prior
18173,14,20540791,prior
18173,15,4714499710024,prior
18173,15,2270022004074,prior
18173,15,20217280,prior
18173,15,2240005000799,prior
18173,16,20529536,prior
18173,16,4717234101088,prior
18173,16,20419974,prior
18173,17,4718647601011,prior
18173,17,4710943100311,prior
18173,17,4711271000472,prior
18173,17,20546236,prior
18173,17,4710063021183,prior
18173,18,4710321880033,prior
18173,18,4718176270498,prior
18173,18,4716349010087,prior
18173,18,4710126095335,prior
18173,18,4719090200011,prior
18173,18,4710093080044,prior
18173,18,4718057700052,prior
18173,18,4711634002747,prior
18173,19,4719090900065,prior
18173,20,4710321880033,prior
18173,20,4710943101318,prior
18173,20,4710254049521,prior
18173,20,4710585930673,prior
18173,20,4901422018931,prior
18173,20,4710932000820,prior
18173,20,4710885674802,prior
18173,21,4710321861186,prior
18173,21,4710046021155,prior
18173,21,4712598000015,prior
18173,21,4711856020208,prior
18173,21,4710047502066,prior
18173,21,4710043004564,prior
18173,21,4979231400247,prior
18173,21,4710670200506,prior
18173,21,4712851101114,prior
18173,21,4710047502011,prior
18173,22,4716086012009,prior
18173,22,4713985863121,prior
18173,22,4710114362029,prior
18173,23,4710321790509,prior
18173,23,4714242832669,prior
18173,23,4711271000014,prior
18173,24,9300644131728,prior
18173,24,8888021200140,prior
18173,25,4711258001256,prior
18173,25,4710088411785,prior
18173,25,4710088410610,prior
18173,25,4710126021174,prior
18173,25,4714981010038,prior
18173,25,4710036003581,prior
18173,26,4711271000533,prior
18173,27,4710046036906,train
18173,27,4710734001339,train
18524,1,4711985005572,prior
18524,1,20544522,prior
18524,1,4710035338059,prior
18524,1,4719090790000,prior
18524,1,4710885674802,prior
18524,1,4711606080087,prior
18524,1,4719090900058,prior
18524,1,4719090701051,prior
18524,1,4710144204443,prior
18524,2,4710583510020,prior
18524,2,4710043355215,prior
18524,2,37000441809,prior
18524,2,37000440147,prior
18524,2,37000337270,prior
18524,2,4712603000061,prior
18524,3,4711518007332,prior
18524,3,4711606020229,prior
18524,3,4712500125126,prior
18524,3,4710515532038,prior
18524,3,4710626139850,prior
18524,3,4711663700010,prior
18524,3,4710583350701,prior
18524,3,4714981010038,prior
18524,3,4710012142136,prior
18524,4,4710088432353,prior
18524,4,4712162000038,prior
18524,4,4710249001992,prior
18524,4,4711271000014,prior
18524,4,4711606113044,prior
18524,4,4711606080087,prior
18524,4,4710801124664,prior
18524,4,4712172010010,prior
18524,5,4710063312144,prior
18524,5,4902757160906,prior
18524,5,4710762101018,prior
18524,5,4710762101063,prior
18524,6,37000440192,prior
18524,6,37000304593,prior
18524,6,37000441809,prior
18524,6,37000440147,prior
18524,6,37000329169,prior
18524,6,37000445111,prior
18524,7,4719090701051,prior
18524,7,9556204283059,prior
18524,7,4710291138134,prior
18524,8,4710063151026,train
18524,8,4710063151019,train
18524,8,719859796117,train
19545,1,4713691101005,prior
19545,1,4712290524093,prior
19545,1,4713691012219,prior
19545,1,4713691100701,prior
19545,1,4713691012318,prior
19545,2,4710363384001,prior
19545,2,4711128778882,prior
19545,2,4710362020740,prior
19545,2,4710205004456,prior
19545,2,4710101203144,prior
19545,2,4712425010668,prior
19545,2,4710084225676,prior
19545,2,4710852001013,prior
19545,2,4710101213334,prior
19545,2,4710731010907,prior
19545,2,4710303330303,prior
19545,3,4710254015632,train
19545,3,4710043001105,train
19545,3,4712031000381,train
19750,1,4719090790017,prior
19750,1,4712295601256,prior
19750,1,4718057701769,prior
19750,1,4711573333964,prior
19750,1,4710719000333,prior
19750,1,4719090790000,prior
19750,1,4713115888819,prior
19750,1,4714617946069,prior
19750,2,4711271000014,prior
19750,3,4719090106016,prior
19750,3,4710321861186,prior
19750,3,4711763001741,prior
19750,3,4713145000526,prior
19750,3,4719090106009,prior
19750,3,4710291138134,prior
19750,3,4711437000056,prior
19750,3,4710321861209,prior
19750,3,4710321871260,prior
19750,3,4710705030078,prior
19750,4,4710008290049,train
19750,4,4710466102052,train
19750,4,4712031000138,train
19750,4,4711269679024,train
19750,4,4711300986999,train
19750,4,4717568372789,train
19750,4,4713089006103,train
19873,1,4710063151149,prior
19873,1,37000329169,prior
19873,1,40000015314,prior
19873,1,37000337270,prior
19873,1,4710063151101,prior
19873,2,4710530011105,prior
19873,2,9556439880610,prior
19873,2,4710249001732,prior
19873,2,4710085120680,prior
19873,2,4710088412201,prior
19873,2,4710120002124,prior
19873,2,4718433613235,prior
19873,2,4713577920119,prior
19873,2,4710047502011,prior
19873,3,4713045043623,prior
19873,3,4711616031369,prior
19873,3,4710043980714,prior
19873,3,20570125,prior
19873,3,4711271000014,prior
19873,3,37000329169,prior
19873,3,4719856840024,prior
19873,3,4710043001211,prior
19873,4,9415007601432,prior
19873,5,22972004664,train
19873,5,4712031000015,train
19873,5,4808591411153,train
19873,5,4710008316145,train
19873,5,4710492811027,train
19873,5,4719856840024,train
19873,5,4710110510523,train
19897,1,4710985010272,prior
19897,1,4710498235148,prior
19897,2,4710094014406,prior
19897,2,4711001104104,prior
19897,2,4710210800623,prior
19897,2,4710233101042,prior
19897,2,4710054150168,prior
19897,2,4710088412218,prior
19897,2,4710054138203,prior
19897,3,4710985010272,train
19897,3,4711258001256,train
19897,3,4710362021037,train
19897,3,4934567661519,train
19897,3,4710603013425,train
19897,3,4712326777394,train
19897,3,9556001093714,train
19897,3,4711985005114,train
19897,3,4710570000022,train
19897,3,4710088412218,train
19897,3,4710174053691,train
19903,1,4710985010272,prior
19903,1,4710380010433,prior
19903,1,4710210200546,prior
19903,1,4710058137059,prior
19903,1,4710094014406,prior
19903,1,4710320154142,prior
19903,1,4710088412201,prior
19903,1,4901872810444,prior
19903,1,4710291101039,prior
19903,1,4710154012144,prior
19903,1,4710054151189,prior
19903,1,4710036011029,prior
19903,1,4710467551224,prior
19903,1,4719090900058,prior
19903,1,4710085172894,prior
19903,1,4714390001023,prior
19903,2,8801019404634,prior
19903,2,20507138,prior
19903,2,20507183,prior
19903,3,4710363553025,prior
19903,3,4710012741513,prior
19903,3,4710032601620,prior
19903,3,4714276342165,prior
19903,3,4710626111511,prior
19903,3,4715828098332,prior
19903,3,20538538,prior
19903,3,4710363609005,prior
19903,3,4710008290094,prior
19903,3,4710094014765,prior
19903,3,4710626127413,prior
19903,3,20513337,prior
19903,3,4710171021884,prior
19903,3,4710094014789,prior
19903,3,4710063121104,prior
19903,3,4711713494227,prior
19903,3,4710128030037,prior
19903,3,4713792992342,prior
19903,3,4710010020061,prior
19903,3,4710015202912,prior
19903,3,4710114128618,prior
19903,3,4710126020467,prior
19903,3,4710036012019,prior
19903,4,4710088412218,train
19903,4,4710179172021,train
19903,4,4711271000014,train
19903,4,4710320154142,train
20077,1,4710105015521,prior
20077,1,4710094097768,prior
20077,1,4710583996008,prior
20077,1,4710421090059,prior
20077,1,4710467221516,prior
20077,1,4711271000014,prior
20077,1,4710908131824,prior
20077,1,4710043001105,prior
20077,1,9556121000210,prior
20077,1,4710964112119,prior
20077,1,4711001302104,prior
20077,1,4710105015514,prior
20077,1,20568603,prior
20077,1,4710583110015,prior
20077,2,4714043003138,prior
20077,2,4901550152484,prior
20077,3,4711080010112,train
20077,3,4901550152484,train
20077,3,50000301829,train
20077,3,4713317111012,train
20077,3,4710583996008,train
20077,3,4714541110505,train
20077,3,4710175565612,train
20077,3,4710175565711,train
20077,3,4710060003984,train
20077,3,4712552005490,train
20077,3,4714981010038,train
20077,3,4711001302104,train
20077,3,9556001911001,train
20077,3,4901770443102,train
20220,1,4710105011073,prior
20220,1,4710126011144,prior
20220,1,4710498128013,prior
20220,1,4718433613969,prior
20220,1,4710035369510,prior
20220,1,4710314914219,prior
20220,1,4710200402363,prior
20220,1,4710777315776,prior
20220,1,4710105020358,prior
20220,1,4710431330503,prior
20220,1,4710063315275,prior
20220,1,4710303235790,prior
20220,1,4718433614799,prior
20220,1,4711703022546,prior
20220,1,4710085171545,prior
20220,1,4710085120093,prior
20220,1,4710105010144,prior
20220,1,2250271000034,prior
20220,1,4710105080420,prior
20220,1,4710311998311,prior
20220,1,4710088414311,prior
20220,2,4710035311106,prior
20220,2,4717362800648,prior
20220,2,20494346,prior
20220,2,4711524000907,prior
20220,2,4710015103370,prior
20220,2,4712759110300,prior
20220,2,4710105020327,prior
20220,2,4713537800116,prior
20220,2,4710823997239,prior
20220,2,84501846329,prior
20220,2,4714276115387,prior
20220,2,4712759110973,prior
20220,2,20557003,prior
20220,2,4711271000014,prior
20220,2,8999118053201,prior
20220,2,4713045636696,prior
20220,2,4715062320985,prior
20220,2,4711524000600,prior
20220,2,4711093030107,prior
20220,2,8852047125213,prior
20220,2,4710247006562,prior
20220,2,4710475006181,prior
20220,2,4711258001256,prior
20220,2,4710685443820,prior
20220,2,8999118053102,prior
20220,2,4710247005299,prior
20220,2,9300644131711,prior
20220,3,4710032601354,prior
20220,3,4710823997208,prior
20220,3,4710063312168,prior
20220,3,4710126185012,prior
20220,3,4713537800116,prior
20220,3,4710823997239,prior
20220,3,84501846329,prior
20220,3,4713537800123,prior
20220,3,4710088431295,prior
20220,3,4710088431301,prior
20220,3,4713537800017,prior
20220,3,4716349020116,prior
20220,3,4715062320985,prior
20220,3,4710311998311,prior
20220,3,8999118050408,prior
20220,3,4713388106092,prior
20220,3,4710685443820,prior
20220,3,4710088433268,prior
20220,3,4714981010038,prior
20220,3,20529529,prior
20220,4,4710008241126,prior
20220,4,4710008241133,prior
20220,4,4712057000303,prior
20220,4,4710126185012,prior
20220,4,4710008241270,prior
20220,4,4714981010038,prior
20220,4,4710498128990,prior
20220,5,4710032600890,prior
20220,6,4710036000832,prior
20220,6,4710363119009,prior
20220,6,4710247006944,prior
20220,6,4710105011011,prior
20220,6,4710105020358,prior
20220,6,4710105020327,prior
20220,6,4710054132201,prior
20220,6,4710036029048,prior
20220,6,4710035350105,prior
20220,6,4710603013425,prior
20220,6,4713985863121,prior
20220,6,4738888014067,prior
20220,6,4710036000849,prior
20220,6,4711524000600,prior
20220,6,4713089002105,prior
20220,6,4710047512539,prior
20220,6,4710105025438,prior
20220,7,8888021200256,prior
20220,7,4710105010113,prior
20220,7,4710094020803,prior
20220,7,4711856000651,prior
20220,7,4713045813424,prior
20220,7,4902704881076,prior
20220,7,4710126042773,prior
20220,7,4710126040663,prior
20220,7,4710210100440,prior
20220,7,4710030611225,prior
20220,8,4711360161114,prior
20220,8,4711360162111,prior
20220,9,4711039232190,prior
20220,10,4903301695714,prior
20220,10,4710468215590,prior
20220,10,4710036003581,prior
20220,10,4710105015118,prior
20220,10,4710492321038,prior
20220,10,4713082070576,prior
20220,10,4712848000093,prior
20220,11,4711524000907,prior
20220,11,4710176001805,prior
20220,11,4710176001812,prior
20220,11,4710126042773,prior
20220,11,2250271001239,prior
20220,11,2250271000218,prior
20220,11,4710461070110,prior
20220,11,4710461070370,prior
20220,11,4710105020327,prior
20220,11,4710171042223,prior
20220,11,4710572001201,prior
20220,11,4710105020358,prior
20220,11,4710126190535,prior
