index,user_id,order_number,product_id,eval_set
143,6,2,134,prior
144,6,2,135,prior
145,6,2,136,prior
146,6,2,137,prior
147,6,2,138,prior
148,6,2,139,prior
149,6,2,140,prior
150,6,2,141,prior
151,6,2,142,prior
152,6,2,143,prior
153,6,2,144,prior
154,6,2,145,prior
155,6,2,146,prior
156,6,2,147,prior
157,6,2,148,prior
158,6,2,149,prior
159,6,2,150,prior
160,6,2,151,prior
161,6,3,152,train
162,6,3,153,train
163,6,3,154,train
164,6,3,88,train
165,6,3,89,train
166,6,3,155,train
167,6,3,156,train
168,6,3,157,train
169,6,3,78,train
170,6,3,129,train
171,6,3,158,train
172,6,3,159,train
173,6,3,160,train
174,6,3,96,train
175,6,3,161,train
176,6,3,162,train
177,6,3,163,train
178,6,3,164,train
179,6,3,165,train
180,6,3,106,train
181,6,3,166,train
182,6,3,167,train
183,6,3,168,train
184,6,3,109,train
185,6,3,12,train
186,6,3,169,train
187,6,3,170,train
188,6,3,171,train
189,6,3,18,train
190,6,3,172,train
191,6,3,173,train
192,6,3,174,train
193,6,3,175,train
194,6,3,176,train
195,6,3,115,train
196,6,3,177,train
197,6,3,27,train
198,6,3,178,train
199,7,1,179,prior
200,7,1,180,prior
201,7,1,181,prior
202,7,1,182,prior
203,7,1,183,prior
204,7,2,184,prior
205,7,2,185,prior
206,7,2,186,prior
207,7,2,187,prior
208,7,2,188,prior
209,7,2,189,prior
210,7,2,190,prior
211,7,2,191,prior
212,7,2,192,prior
213,7,3,193,prior
214,7,3,194,prior
215,7,3,195,prior
216,7,4,196,prior
217,7,4,197,prior
218,7,4,198,prior
219,7,5,199,prior
220,7,5,200,prior
221,7,5,201,prior
222,7,5,202,prior
223,7,6,203,prior
224,7,6,204,prior
225,7,6,33,prior
226,7,6,205,prior
227,7,7,206,prior
228,7,7,12,prior
229,7,7,189,prior
230,7,7,207,prior
231,7,7,208,prior
232,7,8,198,prior
233,7,8,209,prior
234,7,9,210,prior
235,7,9,211,prior
236,7,9,212,prior
237,7,10,213,prior
238,7,10,214,prior
239,7,11,215,train
240,7,11,216,train
241,7,11,212,train
242,7,11,217,train
243,7,11,187,train
244,7,11,218,train
245,8,1,219,prior
246,8,1,220,prior
247,8,1,221,prior
248,8,1,222,prior
249,8,1,223,prior
250,8,1,224,prior
251,8,1,225,prior
252,8,1,226,prior
253,8,1,227,prior
254,8,1,228,prior
255,8,1,229,prior
256,8,1,230,prior
257,8,1,231,prior
258,8,1,232,prior
259,8,1,233,prior
261,8,1,234,prior
262,8,1,235,prior
263,8,1,236,prior
264,8,1,15,prior
265,8,1,237,prior
266,8,1,238,prior
267,8,1,239,prior
268,8,1,240,prior
269,8,2,241,prior
270,8,2,242,prior
271,8,2,243,prior
272,8,2,244,prior
273,8,2,245,prior
274,8,2,246,prior
275,8,2,247,prior
276,8,2,248,prior
277,8,2,169,prior
278,8,2,249,prior
279,8,2,250,prior
280,8,2,251,prior
281,8,2,240,prior
282,8,2,252,prior
283,8,2,236,prior
284,8,2,253,prior
285,8,2,254,prior
286,8,2,255,prior
287,8,3,237,prior
288,8,3,242,prior
289,8,3,256,prior
290,8,3,257,prior
291,8,3,258,prior
292,8,3,250,prior
293,8,3,100,prior
294,8,3,259,prior
295,8,3,260,prior
296,8,3,261,prior
297,8,4,243,train
298,8,4,262,train
299,8,4,263,train
300,8,4,264,train
301,8,4,265,train
302,8,4,266,train
303,8,4,267,train
304,8,4,268,train
305,8,4,221,train
306,8,4,269,train
307,9,1,235,prior
308,9,2,217,prior
309,9,2,270,prior
310,9,2,271,prior
311,9,2,19,prior
312,9,2,272,prior
313,9,3,273,prior
314,9,3,274,prior
315,9,3,275,prior
316,9,3,276,prior
317,9,4,277,prior
318,9,4,278,prior
319,9,4,279,prior
320,9,5,15,prior
321,9,5,280,prior
322,9,5,281,prior
323,9,5,282,prior
324,9,5,283,prior
325,9,5,284,prior
326,9,5,12,prior
327,9,5,285,prior
328,9,5,286,prior
329,9,5,287,prior
330,9,5,288,prior
331,9,6,289,prior
332,9,6,276,prior
333,9,6,290,prior
334,9,6,288,prior
335,9,6,291,prior
336,9,6,292,prior
337,9,6,235,prior
338,9,6,293,prior
339,9,6,294,prior
340,9,6,295,prior
341,9,7,296,prior
342,9,7,297,prior
343,9,7,298,prior
344,9,7,299,prior
345,9,7,19,prior
346,9,8,19,prior
347,9,8,300,prior
348,9,8,301,prior
349,9,8,302,prior
350,9,9,303,prior
351,9,9,304,prior
352,9,9,33,prior
353,9,9,305,prior
354,9,10,306,prior
355,9,10,307,prior
356,9,10,308,prior
357,9,10,309,prior
358,9,10,310,prior
359,9,10,19,prior
360,9,10,311,prior
361,9,10,312,prior
362,9,11,313,prior
363,9,11,114,prior
364,9,11,314,prior
365,9,11,169,prior
366,9,11,19,prior
367,9,11,300,prior
368,9,12,315,prior
369,9,12,316,prior
370,9,12,317,prior
371,9,12,318,prior
372,9,12,319,prior
373,9,13,320,prior
374,9,13,300,prior
375,9,13,321,prior
376,9,13,39,prior
377,9,14,322,prior
378,9,14,323,prior
379,9,14,324,prior
380,9,14,325,prior
381,9,14,326,prior
382,9,14,19,prior
383,9,14,288,prior
384,9,14,279,prior
385,9,15,327,prior
386,9,15,328,prior
387,9,15,329,prior
388,9,15,330,prior
389,9,16,331,train
391,9,16,332,train
392,9,16,333,train
393,9,16,311,train
394,10,1,334,prior
395,10,1,335,prior
396,10,1,336,prior
397,10,2,331,prior
398,10,2,337,prior
399,10,2,338,prior
400,10,2,206,prior
401,10,2,339,prior
402,10,2,340,prior
404,10,3,341,prior
405,10,3,342,prior
406,10,4,343,prior
407,10,4,344,prior
408,10,4,345,prior
409,10,4,346,prior
410,10,4,347,prior
411,10,4,348,prior
412,10,4,349,prior
413,10,4,350,prior
414,10,4,351,prior
415,10,4,352,prior
416,10,5,353,train
417,10,5,354,train
418,10,5,355,train
419,10,5,356,train
420,10,5,357,train
421,10,5,358,train
422,11,1,359,prior
423,11,1,360,prior
424,11,1,361,prior
425,11,1,12,prior
426,11,2,362,prior
427,11,2,363,prior
428,11,2,364,prior
429,11,2,365,prior
430,11,2,366,prior
431,11,2,367,prior
432,11,2,368,prior
433,11,2,359,prior
434,11,2,182,prior
435,11,2,120,prior
436,11,3,369,prior
437,11,3,12,prior
438,11,4,370,prior
439,11,4,371,prior
440,11,5,372,train
441,11,5,373,train
442,12,1,374,prior
443,12,1,375,prior
444,12,1,243,prior
445,12,1,376,prior
446,12,1,377,prior
447,12,1,378,prior
449,12,1,379,prior
450,12,1,380,prior
451,12,1,381,prior
452,12,2,382,prior
453,12,2,383,prior
455,12,2,384,prior
456,12,2,385,prior
457,12,2,179,prior
458,12,2,386,prior
459,12,2,387,prior
460,12,2,388,prior
461,12,2,389,prior
462,12,2,390,prior
463,12,2,391,prior
464,12,2,392,prior
465,12,2,393,prior
466,12,2,394,prior
467,12,3,395,train
468,12,3,396,train
469,12,3,243,train
470,12,3,397,train
471,12,3,398,train
472,12,3,399,train
473,12,3,400,train
474,12,3,401,train
475,12,3,402,train
476,12,3,403,train
477,12,3,404,train
478,12,3,253,train
479,12,3,405,train
480,12,3,406,train
481,12,3,407,train
482,12,3,408,train
483,13,1,364,prior
484,13,1,243,prior
485,13,1,187,prior
486,13,1,409,prior
487,13,1,194,prior
488,13,1,158,prior
489,13,1,410,prior
490,13,1,224,prior
491,13,1,282,prior
492,13,1,320,prior
493,13,1,411,prior
494,13,1,412,prior
495,13,1,413,prior
496,13,1,329,prior
497,13,1,15,prior
498,13,1,414,prior
499,13,1,415,prior
500,13,1,416,prior
501,13,1,239,prior
502,13,1,417,prior
503,13,2,418,prior
504,13,2,419,prior
505,13,2,19,prior
506,13,2,93,prior
507,13,2,420,prior
508,13,2,421,prior
509,13,2,422,prior
510,13,2,423,prior
511,13,2,424,prior
512,13,2,425,prior
513,13,2,426,prior
514,13,2,427,prior
515,13,2,428,prior
516,13,2,429,prior
517,13,2,430,prior
518,13,2,431,prior
519,13,2,416,prior
520,13,2,432,prior
521,13,2,433,prior
522,13,3,364,train
523,13,3,434,train
524,13,3,435,train
525,13,3,436,train
526,13,3,437,train
527,13,3,438,train
528,13,3,360,train
529,13,3,439,train
530,13,3,440,train
531,13,3,441,train
532,13,3,442,train
533,13,3,443,train
534,13,3,34,train
535,13,3,444,train
536,13,3,445,train
537,13,3,446,train
538,13,3,447,train
539,13,3,448,train
540,13,3,414,train
541,13,3,449,train
542,13,3,450,train
543,13,3,451,train
544,13,3,430,train
545,13,3,431,train
546,13,3,452,train
547,13,3,453,train
548,13,3,454,train
549,14,1,455,prior
550,14,2,456,prior
551,14,2,457,prior
552,14,2,458,prior
553,14,2,459,prior
554,14,3,182,train
555,14,3,460,train
556,14,3,461,train
557,14,3,247,train
558,14,3,404,train
559,14,3,33,train
560,14,3,406,train
561,14,3,462,train
562,14,3,463,train
563,15,1,364,prior
564,15,1,464,prior
565,15,1,206,prior
566,15,1,181,prior
567,15,1,182,prior
568,15,1,465,prior
569,15,2,12,prior
570,15,3,466,prior
571,15,4,467,prior
572,15,5,181,train
573,16,1,468,prior
574,16,1,469,prior
575,16,1,470,prior
576,16,1,471,prior
577,16,1,472,prior
578,16,1,33,prior
579,16,1,473,prior
580,16,1,474,prior
581,16,1,475,prior
582,16,1,36,prior
583,16,2,184,prior
584,16,2,476,prior
585,16,2,186,prior
586,16,2,181,prior
587,16,2,191,prior
588,16,2,142,prior
589,16,3,477,prior
590,16,3,84,prior
591,16,4,478,prior
592,16,5,479,prior
593,16,6,480,prior
594,16,6,481,prior
595,16,6,482,prior
596,16,6,483,prior
597,16,6,484,prior
598,16,6,485,prior
599,16,6,142,prior
600,16,6,486,prior
601,16,6,487,prior
602,16,7,488,prior
603,16,8,488,prior
604,16,9,489,prior
605,16,10,78,prior
606,16,10,490,prior
607,16,11,470,prior
608,16,11,491,prior
609,16,11,492,prior
610,16,11,75,prior
611,16,11,493,prior
612,16,12,494,prior
613,16,12,495,prior
614,16,13,496,prior
615,16,13,497,prior
618,16,14,478,prior
619,16,15,498,prior
620,16,15,499,prior
621,16,15,500,prior
622,16,15,501,prior
623,16,16,502,prior
625,16,16,503,prior
626,16,17,504,prior
627,16,17,505,prior
628,16,17,436,prior
629,16,17,506,prior
630,16,17,507,prior
631,16,18,508,prior
632,16,18,509,prior
633,16,18,510,prior
634,16,18,511,prior
635,16,18,512,prior
636,16,18,513,prior
637,16,18,514,prior
638,16,18,182,prior
639,16,19,467,prior
640,16,20,508,prior
641,16,20,515,prior
642,16,20,516,prior
643,16,20,517,prior
644,16,20,518,prior
645,16,20,519,prior
646,16,20,520,prior
647,16,21,521,prior
648,16,21,522,prior
649,16,21,523,prior
650,16,21,524,prior
651,16,21,525,prior
652,16,21,526,prior
653,16,21,527,prior
654,16,21,528,prior
655,16,21,529,prior
656,16,21,530,prior
657,16,22,531,prior
658,16,22,532,prior
659,16,22,533,prior
660,16,23,482,prior
661,16,23,534,prior
662,16,23,12,prior
663,16,24,535,prior
664,16,24,536,prior
665,16,25,469,prior
666,16,25,470,prior
667,16,25,537,prior
668,16,25,538,prior
669,16,25,181,prior
670,16,25,408,prior
671,16,26,539,prior
672,16,27,540,train
673,16,27,541,train
674,17,1,542,prior
675,17,1,543,prior
676,17,1,544,prior
677,17,1,545,prior
678,17,1,520,prior
679,17,1,546,prior
680,17,1,547,prior
681,17,1,548,prior
682,17,1,465,prior
683,17,2,549,prior
684,17,2,550,prior
685,17,2,551,prior
686,17,2,26,prior
687,17,2,552,prior
688,17,2,553,prior
689,17,3,554,prior
690,17,3,555,prior
691,17,3,556,prior
692,17,3,557,prior
693,17,3,558,prior
694,17,3,491,prior
695,17,3,559,prior
696,17,3,181,prior
697,17,3,560,prior
698,17,4,362,prior
699,17,4,10,prior
700,17,4,561,prior
701,17,4,12,prior
702,17,4,562,prior
703,17,4,546,prior
704,17,4,563,prior
705,17,4,564,prior
706,17,5,565,prior
707,17,5,566,prior
708,17,5,92,prior
709,17,5,108,prior
710,17,6,567,prior
711,17,6,568,prior
712,17,6,551,prior
713,17,6,26,prior
714,17,6,569,prior
715,17,6,570,prior
716,17,7,548,prior
717,17,7,571,prior
718,17,7,572,prior
719,17,8,573,train
720,17,8,574,train
721,17,8,575,train
722,18,1,576,prior
723,18,1,577,prior
724,18,1,578,prior
725,18,1,579,prior
726,18,1,580,prior
727,18,2,581,prior
728,18,2,582,prior
729,18,2,583,prior
730,18,2,584,prior
731,18,2,585,prior
732,18,2,586,prior
733,18,2,418,prior
734,18,2,587,prior
735,18,2,588,prior
736,18,2,589,prior
737,18,2,590,prior
738,18,3,591,train
739,18,3,592,train
740,18,3,593,train
741,19,1,594,prior
742,19,1,595,prior
743,19,1,596,prior
744,19,1,597,prior
745,19,1,367,prior
746,19,1,545,prior
747,19,1,598,prior
748,19,1,599,prior
749,19,2,12,prior
750,19,3,600,prior
751,19,3,521,prior
752,19,3,601,prior
753,19,3,602,prior
754,19,3,361,prior
755,19,3,572,prior
756,19,3,603,prior
757,19,3,604,prior
758,19,3,605,prior
759,19,3,606,prior
760,19,4,607,train
761,19,4,345,train
762,19,4,608,train
763,19,4,609,train
764,19,4,610,train
765,19,4,611,train
766,19,4,612,train
767,20,1,613,prior
768,20,1,569,prior
769,20,1,614,prior
770,20,1,552,prior
771,20,1,615,prior
772,20,2,616,prior
773,20,2,1,prior
774,20,2,396,prior
775,20,2,323,prior
776,20,2,399,prior
777,20,2,110,prior
778,20,2,617,prior
779,20,2,618,prior
780,20,2,530,prior
781,20,3,619,prior
782,20,3,620,prior
783,20,3,353,prior
784,20,3,621,prior
785,20,3,12,prior
786,20,3,569,prior
787,20,3,622,prior
788,20,3,623,prior
789,20,4,624,prior
790,20,5,625,train
791,20,5,626,train
792,20,5,627,train
793,20,5,628,train
794,20,5,629,train
795,20,5,622,train
796,20,5,630,train
797,21,1,631,prior
798,21,1,632,prior
799,21,2,633,prior
800,21,2,634,prior
801,21,2,635,prior
802,21,2,636,prior
803,21,2,419,prior
804,21,2,637,prior
805,21,2,638,prior
806,21,3,631,train
807,21,3,469,train
808,21,3,639,train
809,21,3,640,train
810,21,3,641,train
811,21,3,642,train
812,21,3,643,train
813,21,3,644,train
814,21,3,645,train
815,21,3,637,train
816,21,3,646,train
817,22,1,631,prior
818,22,1,647,prior
819,22,1,648,prior
820,22,1,649,prior
821,22,1,633,prior
822,22,1,650,prior
823,22,1,399,prior
824,22,1,651,prior
825,22,1,429,prior
826,22,1,652,prior
827,22,1,653,prior
828,22,1,409,prior
829,22,1,654,prior
830,22,1,547,prior
831,22,1,655,prior
832,22,1,656,prior
833,22,2,657,prior
836,22,3,658,prior
837,22,3,659,prior
838,22,3,660,prior
839,22,3,661,prior
840,22,3,222,prior
841,22,3,662,prior
842,22,3,663,prior
843,22,3,664,prior
844,22,3,665,prior
845,22,3,666,prior
846,22,3,667,prior
847,22,3,668,prior
848,22,3,669,prior
849,22,3,670,prior
850,22,3,671,prior
851,22,3,672,prior
852,22,3,673,prior
854,22,3,674,prior
855,22,3,675,prior
856,22,3,676,prior
857,22,3,677,prior
858,22,3,678,prior
859,22,4,637,train
860,22,4,679,train
861,22,4,12,train
862,22,4,650,train
863,23,1,680,prior
864,23,1,681,prior
865,23,1,175,prior
866,23,1,682,prior
867,23,1,187,prior
868,23,1,12,prior
869,23,1,193,prior
870,23,1,592,prior
871,23,1,683,prior
872,23,1,684,prior
873,23,1,685,prior
874,23,1,686,prior
875,23,1,687,prior
876,23,1,120,prior
877,23,2,688,prior
878,23,2,689,prior
879,23,3,690,train
880,23,3,689,train
881,23,3,243,train
882,23,3,691,train
883,23,3,175,train
885,23,3,692,train
886,23,3,218,train
887,23,3,693,train
888,23,3,694,train
889,23,3,181,train
890,23,3,685,train
891,23,3,695,train
892,23,3,696,train
893,24,1,697,prior
894,24,1,698,prior
895,24,1,89,prior
896,24,1,699,prior
897,24,1,700,prior
898,24,1,701,prior
899,24,1,702,prior
900,24,1,703,prior
901,24,1,704,prior
902,24,1,705,prior
903,24,1,706,prior
904,24,1,707,prior
905,24,1,708,prior
906,24,1,709,prior
907,24,1,710,prior
908,24,1,475,prior
909,24,1,711,prior
910,24,1,712,prior
911,24,1,713,prior
912,24,1,714,prior
913,24,1,447,prior
914,24,2,715,prior
915,24,2,256,prior
916,24,2,716,prior
917,24,2,717,prior
918,24,2,718,prior
919,24,2,719,prior
920,24,2,720,prior
921,24,2,721,prior
922,24,2,260,prior
923,24,2,722,prior
924,24,2,723,prior
925,24,2,724,prior
926,24,2,725,prior
927,24,2,12,prior
928,24,2,726,prior
929,24,2,727,prior
930,24,2,728,prior
931,24,2,729,prior
932,24,2,730,prior
933,24,2,731,prior
934,24,2,732,prior
935,24,2,733,prior
936,24,2,469,prior
937,24,2,734,prior
938,24,2,735,prior
939,24,2,736,prior
940,24,2,737,prior
941,24,3,738,prior
942,24,3,739,prior
943,24,3,740,prior
944,24,3,741,prior
945,24,3,721,prior
946,24,3,260,prior
947,24,3,722,prior
948,24,3,742,prior
949,24,3,743,prior
950,24,3,744,prior
951,24,3,745,prior
952,24,3,746,prior
953,24,3,728,prior
954,24,3,714,prior
955,24,3,747,prior
956,24,3,748,prior
957,24,3,734,prior
958,24,3,749,prior
959,24,3,181,prior
960,24,3,750,prior
961,24,4,751,prior
962,24,4,752,prior
963,24,4,753,prior
964,24,4,741,prior
965,24,4,754,prior
966,24,4,181,prior
967,24,4,755,prior
968,24,5,756,prior
969,24,6,757,prior
970,24,6,758,prior
971,24,6,759,prior
972,24,6,760,prior
973,24,6,704,prior
974,24,6,720,prior
975,24,6,761,prior
976,24,6,762,prior
977,24,6,763,prior
978,24,6,641,prior
979,24,6,532,prior
980,24,6,764,prior
981,24,6,249,prior
982,24,6,729,prior
983,24,6,432,prior
984,24,6,765,prior
985,24,6,766,prior
986,24,7,315,prior
987,24,7,767,prior
988,24,7,768,prior
989,24,7,769,prior
990,24,7,770,prior
991,24,7,771,prior
992,24,7,772,prior
993,24,7,773,prior
994,24,7,412,prior
995,24,7,774,prior
996,24,8,775,prior
997,24,8,776,prior
998,24,9,84,prior
999,24,10,777,prior
1000,24,10,778,prior
1001,24,10,408,prior
1002,24,10,779,prior
1003,24,10,198,prior
1004,24,10,780,prior
1005,24,10,781,prior
1006,24,11,717,prior
1007,24,11,782,prior
1008,24,11,783,prior
1009,24,11,772,prior
1010,24,11,126,prior
1011,24,11,784,prior
1012,24,11,785,prior
1013,24,11,131,prior
1014,24,11,720,prior
1015,24,11,786,prior
1016,24,11,787,prior
1017,24,11,704,prior
1018,24,11,788,prior
1019,24,11,789,prior
1020,24,11,790,prior
1021,24,11,791,prior
1022,24,11,191,prior
1023,24,11,713,prior
1024,24,11,792,prior
1025,24,12,793,prior
1026,24,12,794,prior
1027,24,12,795,prior
1028,24,12,28,prior
1029,24,12,720,prior
1030,24,12,740,prior
1031,24,12,796,prior
1032,24,12,797,prior
1033,24,12,757,prior
1034,24,12,798,prior
1035,24,12,704,prior
1036,24,12,799,prior
1037,24,12,800,prior
1038,24,12,249,prior
1039,24,12,801,prior
1040,24,12,765,prior
1041,24,12,802,prior
1042,24,12,803,prior
1043,24,12,181,prior
1044,24,12,804,prior
1045,24,13,13,prior
1046,24,13,786,prior
1047,24,14,805,prior
1048,24,14,798,prior
1049,24,14,806,prior
1050,24,14,704,prior
1051,24,14,789,prior
1052,24,14,807,prior
1053,24,14,779,prior
1054,24,14,801,prior
1055,24,14,537,prior
1056,24,14,772,prior
1057,24,14,808,prior
1058,24,14,710,prior
1059,24,14,809,prior
1060,24,14,810,prior
1061,24,14,804,prior
1062,24,15,811,prior
1063,24,15,812,prior
1064,24,16,813,prior
1065,24,16,814,prior
1066,24,16,815,prior
1067,24,16,816,prior
1068,24,16,817,prior
1069,24,16,800,prior
1070,24,16,818,prior
1071,24,16,819,prior
1072,24,16,532,prior
1073,24,16,820,prior
1074,24,16,821,prior
1075,24,16,249,prior
1076,24,16,18,prior
1077,24,16,822,prior
1078,24,16,15,prior
1079,24,16,823,prior
1080,24,16,469,prior
1081,24,16,676,prior
1082,24,16,824,prior
1083,24,16,825,prior
1084,24,16,804,prior
1085,24,17,441,train
1086,24,17,826,train
1087,24,17,789,train
1088,24,17,704,train
1089,24,17,720,train
1090,24,17,827,train
1091,24,17,779,train
1092,24,17,828,train
1093,24,17,652,train
1094,24,17,829,train
1095,24,17,830,train
1096,24,17,710,train
1097,24,17,831,train
1098,24,17,832,train
1099,25,1,833,prior
1100,25,1,834,prior
1101,25,1,835,prior
1102,25,1,836,prior
1103,25,2,837,prior
1104,25,2,838,prior
1105,25,2,700,prior
1106,25,2,124,prior
1107,25,2,839,prior
1108,25,2,840,prior
1109,25,2,841,prior
1110,25,3,842,prior
1111,25,3,843,prior
1112,25,3,641,prior
1113,25,3,844,prior
1114,25,3,845,prior
1115,25,3,846,prior
1116,25,3,847,prior
1117,25,3,848,prior
1118,25,3,849,prior
1119,25,3,850,prior
1120,25,3,851,prior
1121,25,4,852,prior
1122,25,5,853,prior
1123,25,5,854,prior
1124,25,5,267,prior
1125,25,5,855,prior
1126,25,5,856,prior
1127,25,5,857,prior
1128,25,5,7,prior
1129,25,5,858,prior
1130,25,5,859,prior
1131,25,5,860,prior
1132,25,5,861,prior
1133,25,5,767,prior
1134,25,5,862,prior
1135,25,5,863,prior
1136,25,5,864,prior
1137,25,5,838,prior
1138,25,5,114,prior
1139,25,5,865,prior
1140,25,5,429,prior
1141,25,5,552,prior
1142,25,6,866,prior
1143,25,6,537,prior
1144,25,6,867,prior
1145,25,6,868,prior
1146,25,7,869,prior
1147,25,7,870,prior
1148,25,8,871,prior
1149,25,8,872,prior
1150,25,8,238,prior
1151,25,8,873,prior
1152,25,8,260,prior
1153,25,8,874,prior
1154,25,8,860,prior
1155,25,9,875,prior
1156,25,9,876,prior
1157,25,9,877,prior
1158,25,9,853,prior
1159,25,9,878,prior
1160,25,9,537,prior
1161,25,9,879,prior
1162,25,9,880,prior
1163,25,10,881,train
1164,25,10,882,train
1165,25,10,883,train
1166,25,10,884,train
1167,26,1,681,prior
1168,26,1,885,prior
1169,26,1,886,prior
1170,26,1,887,prior
1171,26,2,181,prior
1172,26,3,888,prior
1173,26,3,681,prior
1174,26,3,889,prior
1175,26,3,890,prior
1176,26,3,891,prior
1177,26,3,892,prior
1178,26,4,893,prior
1179,26,4,894,prior
1180,26,4,186,prior
1181,26,4,895,prior
1182,26,5,681,prior
1183,26,5,786,prior
1184,26,5,684,prior
1185,26,5,896,prior
1186,26,6,685,prior
1187,26,6,897,prior
1188,26,6,681,prior
1189,26,6,628,prior
1190,26,7,898,prior
1191,26,7,681,prior
1192,26,7,185,prior
1193,26,7,895,prior
1194,26,7,886,prior
1195,26,7,191,prior
1196,26,7,235,prior
1197,26,7,899,prior
1198,26,8,900,prior
1199,26,9,901,prior
1200,26,9,601,prior
1201,26,9,902,prior
1202,26,9,886,prior
1203,26,9,361,prior
1204,26,10,757,prior
1205,26,10,21,prior
1206,26,10,304,prior
1207,26,10,903,prior
1208,26,10,904,prior
1209,26,11,905,prior
1210,26,11,906,prior
1211,26,12,907,prior
1212,26,12,908,prior
1213,26,12,363,prior
1214,26,13,909,prior
1215,26,14,910,prior
1216,26,14,21,prior
1217,26,14,516,prior
1218,26,14,911,prior
1219,26,14,912,prior
1220,26,14,909,prior
1221,26,15,898,prior
1222,26,15,913,prior
1223,26,15,914,prior
1224,26,15,21,prior
1225,26,15,915,prior
1226,26,15,323,prior
1227,26,15,22,prior
1228,26,15,916,prior
1229,26,15,917,prior
1230,26,15,918,prior
1231,26,16,12,prior
1232,26,16,919,prior
1233,26,16,181,prior
1234,26,16,920,prior
1235,26,16,921,prior
1236,26,16,922,prior
1237,26,17,883,train
1238,26,17,789,train
1239,26,17,923,train
1240,26,17,21,train
1241,26,17,924,train
1242,26,17,22,train
1243,26,17,925,train
1244,27,1,926,prior
1245,27,1,927,prior
1246,27,1,928,prior
1247,27,2,929,prior
1248,27,2,930,prior
1249,27,2,205,prior
1250,27,2,931,prior
1251,27,2,97,prior
1252,27,2,282,prior
1253,27,2,932,prior
1254,27,2,933,prior
1255,27,2,181,prior
1256,27,2,934,prior
1257,27,2,935,prior
1258,27,2,142,prior
1259,27,2,936,prior
1260,27,2,937,prior
1261,27,2,938,prior
1262,27,3,939,prior
1263,27,3,782,prior
1264,27,3,565,prior
1265,27,3,783,prior
1266,27,3,495,prior
1267,27,3,940,prior
1269,27,3,11,prior
1270,27,3,282,prior
1271,27,3,196,prior
1272,27,3,292,prior
1273,27,3,473,prior
1274,27,3,941,prior
1275,27,3,942,prior
1276,27,3,926,prior
1277,27,3,894,prior
