user_id,order_number,product_id
5,1,204
5,1,205
5,1,206
5,1,207
5,1,9
5,1,208
5,1,209
5,1,210
5,2,211
5,3,212
5,3,213
5,3,214
5,3,155
5,3,97
5,3,180
5,3,215
5,3,216
5,3,208
5,3,217
5,3,218
5,3,219
5,3,220
5,3,221
5,3,222
5,3,223
5,3,224
5,3,162
5,3,225
5,3,55
5,3,226
5,3,14
5,3,227
5,3,228
5,3,206
5,3,229
5,3,230
5,3,231
5,4,232
5,4,217
5,4,208
5,4,102
5,4,233
5,4,234
5,4,55
5,4,235
5,4,236
5,5,237
5,5,238
5,5,217
5,5,239
5,5,240
5,5,227
5,5,241
5,5,242
5,5,243
5,5,244
5,5,245
5,5,246
5,5,247
5,5,137
5,5,208
5,5,248
5,5,249
5,5,250
5,6,251
5,6,252
5,6,253
5,6,254
5,6,255
5,6,14
5,6,256
6,1,261
6,1,257
6,1,262
6,1,263
6,2,264
6,2,265
6,2,266
6,2,112
6,2,267
6,2,268
6,2,99
6,3,269
6,3,270
6,3,271
6,3,272
6,3,58
6,3,273
6,4,261
6,4,274
6,4,115
6,4,275
6,4,276
6,4,277
6,4,262
6,5,278
6,5,17
6,5,266
6,5,279
6,5,134
6,5,253
6,5,280
6,5,281
6,5,282
7,1,285
7,1,286
7,1,287
7,1,102
7,1,288
7,1,46
7,1,289
7,1,290
7,1,291
7,1,292
7,1,293
7,1,10
7,1,294
7,1,295
7,2,296
7,2,297
7,2,58
7,2,298
7,2,123
7,3,299
7,3,300
7,3,217
7,3,301
7,3,302
7,3,134
7,3,303
7,3,304
7,3,42
7,3,305
7,3,291
7,3,139
7,3,58
7,3,306
7,3,307
7,3,308
7,3,309
7,3,290
7,3,294
7,3,289
7,3,310
7,3,76
7,4,311
7,4,312
7,4,313
7,4,314
7,5,312
7,5,291
7,6,261
7,6,315
7,6,316
7,6,317
7,6,214
7,6,318
7,6,234
7,6,219
7,6,53
7,6,319
7,6,195
7,6,41
7,6,112
7,6,320
7,6,321
7,6,14
7,6,322
7,6,323
7,6,324
7,6,307
7,6,308
7,6,290
7,6,325
7,6,294
7,6,326
7,6,296
7,6,327
7,7,58
7,7,296
7,8,328
7,8,329
7,8,34
7,8,172
7,8,102
7,8,330
7,8,305
7,8,154
7,8,307
7,8,112
7,8,289
7,8,105
7,8,291
7,8,294
7,8,331
7,8,332
8,1,336
8,1,337
8,1,338
8,1,339
8,1,340
8,1,341
8,1,132
8,1,342
8,1,343
8,1,59
8,1,35
8,1,344
8,1,147
8,1,345
8,1,10
8,1,346
8,1,14
8,2,227
8,2,347
8,2,348
8,2,349
8,2,132
8,2,342
8,2,59
8,2,350
8,2,351
8,2,352
8,2,35
8,2,147
8,2,10
8,2,353
8,2,346
8,2,354
8,3,355
8,3,227
8,3,132
8,3,342
8,3,35
8,3,352
8,3,147
8,3,356
8,3,346
8,3,14
8,3,357
8,4,285
8,4,355
8,4,132
8,4,342
8,4,350
8,4,147
8,4,8
8,4,346
8,4,14
8,4,358
8,5,14
8,5,8
8,6,227
8,6,341
8,6,132
8,6,342
8,6,359
8,6,350
8,6,59
8,6,147
8,6,346
8,6,14
8,7,338
8,7,355
8,7,227
8,7,360
8,7,361
8,7,132
8,7,342
8,7,362
8,7,35
8,7,354
8,7,123
8,7,256
8,8,355
8,8,359
8,8,363
8,8,346
8,8,14
9,1,287
9,1,368
9,1,369
9,1,225
9,1,41
9,1,370
9,1,371
9,1,175
9,1,344
9,1,372
9,1,373
9,1,374
9,1,375
9,1,376
9,1,215
9,1,226
9,1,377
9,2,378
9,2,379
9,3,380
9,3,381
9,3,382
9,3,383
9,3,384
9,3,385
9,3,386
9,3,376
9,3,387
9,3,388
9,3,389
9,3,390
9,3,391
9,3,377
9,3,14
9,3,392
9,3,393
9,3,394
9,3,395
9,3,396
9,4,397
9,4,300
9,5,384
9,5,34
9,5,166
9,5,398
9,5,385
9,5,390
9,5,399
9,5,400
9,5,401
9,5,402
9,5,229
9,5,403
9,5,335
9,5,10
9,5,58
9,5,404
9,5,405
9,5,406
9,6,407
9,6,382
9,6,234
9,6,408
9,6,409
9,6,410
9,6,385
9,6,401
9,6,370
9,6,28
9,6,194
9,6,411
9,6,412
9,6,389
9,6,413
9,6,42
9,6,390
9,6,414
9,6,415
9,6,416
9,6,166
9,7,287
9,7,417
9,7,418
9,7,42
9,7,305
9,7,385
9,7,419
9,7,414
9,7,420
9,7,234
9,7,147
9,7,421
9,7,387
9,8,422
9,8,384
9,8,423
9,8,398
9,8,385
9,8,390
9,8,414
9,8,401
9,8,225
9,8,284
9,8,424
9,8,425
9,8,426
9,8,427
10,1,430
10,1,398
10,1,431
10,1,432
10,1,356
10,1,433
10,1,434
10,2,398
10,3,435
10,3,227
10,3,398
10,3,362
10,3,147
10,3,436
10,3,230
10,3,437
10,3,14
10,3,438
10,3,439
10,4,398
10,4,440
10,4,441
10,4,442
10,5,106
10,5,3
10,5,438
10,5,443
10,6,444
10,6,20
10,6,67
10,6,445
10,7,435
10,7,446
10,7,431
10,7,229
10,7,447
10,7,448
10,7,443
10,7,449
10,8,450
10,8,67
10,8,443
10,8,88
10,8,451
10,8,452
10,9,453
10,9,454
10,9,455
10,9,450
10,9,20
10,9,456
10,9,447
10,9,433
10,9,443
10,9,448
10,9,230
10,9,437
10,9,457
10,9,451
10,9,438
10,9,256
11,1,460
11,1,461
11,1,462
11,1,463
11,2,464
11,2,462
11,2,465
11,2,466
11,2,41
11,2,461
11,2,463
11,2,105
11,2,467
11,2,468
11,2,469
12,1,473
12,1,474
12,1,475
12,1,58
12,2,476
12,2,4
12,2,24
12,2,477
12,3,42
12,4,478
12,4,479
12,4,166
12,4,480
12,4,481
12,4,482
12,4,483
12,4,58
12,4,226
12,4,484
12,4,170
12,4,250
12,5,422
12,5,262
12,5,485
12,5,442
12,6,58
12,6,437
12,6,486
12,6,452
12,7,487
12,7,172
12,7,431
12,7,488
12,7,489
12,7,490
12,7,491
12,7,492
12,7,493
12,7,494
12,7,47
12,7,495
12,7,496
12,7,497
12,7,498
12,7,499
12,7,500
12,7,501
12,7,502
12,7,503
12,7,477
12,7,58
12,7,504
12,7,14
12,7,484
12,7,505
12,7,506
12,7,507
12,7,508
12,7,24
12,7,509
12,7,510
12,7,405
12,7,437
12,7,511
12,7,512
12,7,250
12,8,513
12,8,514
12,9,515
12,9,516
12,9,480
12,9,24
12,9,517
12,9,518
12,9,55
12,9,14
12,9,58
12,10,422
12,10,519
12,10,221
12,10,58
12,10,520
12,11,521
13,1,527
13,2,528
13,2,31
13,2,259
13,2,42
13,3,529
13,3,530
13,3,42
13,4,531
13,4,532
13,4,533
13,4,534
14,1,538
14,2,58
14,2,539
14,2,540
14,3,541
14,3,542
14,4,543
14,4,544
14,4,545
14,4,202
15,1,547
15,1,548
15,1,42
15,1,549
15,2,58
15,2,127
15,3,22
15,4,58
15,4,548
15,4,477
15,5,541
15,6,58
15,7,550
15,7,551
16,1,555
16,1,556
16,1,557
16,1,558
16,1,559
16,1,560
16,1,244
16,1,561
16,1,460
16,1,291
16,1,562
16,1,563
16,1,564
16,1,565
16,2,566
16,2,567
16,2,112
16,2,568
16,2,569
16,2,570
16,3,571
16,3,572
16,3,573
16,3,574
16,3,575
16,3,576
16,3,139
16,3,74
16,4,577
16,4,42
16,4,66
16,4,549
16,4,69
16,5,578
16,5,42
16,5,579
16,6,261
16,6,355
16,6,580
16,6,488
16,6,239
16,6,556
16,6,581
16,6,220
16,6,582
16,6,74
16,6,583
16,6,573
16,6,390
16,6,244
16,6,584
16,6,585
16,6,139
16,6,14
16,6,586
16,6,587
16,6,569
16,6,574
16,6,588
16,7,577
16,7,549
16,8,589
16,8,590
16,8,591
16,8,592
16,8,74
16,8,406
16,9,549
16,10,119
16,10,549
16,10,42
16,10,593
16,11,556
16,11,558
16,11,589
16,11,572
16,11,42
16,11,112
16,11,569
16,11,139
16,11,594
16,11,595
16,12,577
16,12,596
16,13,597
16,13,297
16,14,558
16,14,598
16,14,390
16,14,596
16,14,592
16,14,112
16,14,575
16,14,234
16,14,599
16,14,139
16,14,600
16,14,574
16,14,601
16,14,602
16,15,603
16,15,596
16,15,604
16,15,291
16,15,605
16,15,606
16,15,607
16,16,608
16,16,183
16,16,603
16,16,609
16,16,610
16,16,596
16,16,611
16,16,127
16,16,612
16,16,613
16,17,81
16,17,614
16,17,615
16,17,603
16,17,596
16,17,616
16,17,8
16,17,127
16,18,617
16,18,549
16,18,452
17,1,625
17,1,626
17,1,627
17,1,628
17,1,629
17,1,630
17,1,631
17,1,72
17,1,632
17,1,633
17,1,634
17,1,635
17,1,636
17,1,637
17,1,123
17,1,604
17,1,638
17,1,617
17,1,639
17,1,640
17,1,641
17,1,14
17,1,642
17,1,643
17,1,506
17,1,587
17,1,508
17,1,644
17,1,645
17,1,121
17,1,646
17,1,647
17,2,22
17,2,121
17,3,355
17,3,19
17,3,648
17,3,629
17,3,649
17,3,650
17,3,651
17,3,647
17,3,123
17,3,652
17,3,638
17,3,653
17,3,291
17,3,14
17,3,506
17,3,309
17,3,121
17,3,654
17,3,655
17,4,656
17,5,338
17,5,657
17,5,648
17,5,580
17,5,629
17,5,174
17,5,631
17,5,651
17,5,636
17,5,123
17,5,638
17,5,658
17,5,659
17,5,653
17,5,233
17,5,291
17,5,14
17,5,660
17,5,644
17,5,121
17,5,647
18,1,337
18,1,665
18,1,666
18,1,270
18,1,662
18,1,67
18,1,667
18,1,668
18,1,669
18,1,670
18,1,634
18,1,671
18,1,672
18,1,639
18,1,673
18,1,162
18,1,674
18,1,675
18,1,676
18,1,677
18,1,678
18,1,679
18,1,308
18,1,147
18,1,680
18,2,144
18,3,665
18,3,681
18,3,67
18,3,615
18,3,668
18,3,302
18,3,682
18,3,672
18,3,162
18,3,674
18,3,683
18,3,684
18,3,678
18,3,679
18,3,685
18,3,686
18,3,562
18,3,10
18,3,71
18,3,687
18,4,665
18,4,688
18,4,662
18,4,67
18,4,239
18,4,689
18,4,690
18,4,691
18,4,692
18,4,74
18,4,640
18,4,693
18,4,162
18,4,675
18,4,0
18,4,677
18,4,694
18,4,679
18,4,308
18,4,46
18,4,695
18,5,61
18,5,681
18,5,696
18,5,697
18,5,629
18,5,698
18,5,689
18,5,669
18,5,302
18,5,682
18,5,670
18,5,651
18,5,672
18,5,604
18,5,640
18,5,699
18,5,162
18,5,700
18,5,674
18,5,683
18,5,701
18,5,702
18,5,703
18,5,99
18,5,704
18,5,705
18,5,675
18,5,677
18,5,706
18,5,679
18,5,707
18,5,308
18,5,686
18,5,147
18,5,708
18,5,709
18,6,665
18,6,61
18,6,662
18,6,67
18,6,183
18,6,710
18,6,711
18,6,712
18,6,302
18,6,670
18,6,672
18,6,674
18,6,675
18,6,679
18,6,308
18,6,147
18,6,646
18,6,647
18,6,713
18,6,250
18,7,665
18,7,714
18,7,715
18,7,662
18,7,67
18,7,183
18,7,710
18,7,711
18,7,716
18,7,691
18,7,671
18,7,717
18,7,672
18,7,718
18,7,719
18,7,162
18,7,720
18,7,721
18,7,679
18,7,722
18,7,308
18,7,686
18,7,147
18,7,723
18,8,665
18,8,696
18,8,67
18,8,183
18,8,724
18,8,669
18,8,682
18,8,671
18,8,672
18,8,673
18,8,725
18,8,726
18,8,727
18,8,233
18,8,719
18,8,162
18,8,674
18,8,695
18,8,728
18,8,675
18,8,729
18,8,679
18,8,730
18,8,647
18,8,526
18,9,731
18,9,732
18,10,665
18,10,270
18,10,662
18,10,67
18,10,217
18,10,183
18,10,670
18,10,691
18,10,651
18,10,725
18,10,162
18,10,674
18,10,684
18,10,677
18,10,678
18,10,694
18,10,679
18,10,722
18,10,71
19,1,734
19,1,735
19,1,736
19,1,737
19,1,738
19,1,265
19,1,739
19,1,740
19,1,741
19,1,637
19,1,742
19,1,743
19,1,42
19,1,77
19,1,702
19,1,14
19,1,744
19,1,227
19,1,729
19,1,745
19,1,10
19,1,746
19,2,747
19,2,748
19,2,499
19,2,749
19,2,750
19,2,606
19,3,751
19,3,289
19,4,752
19,5,753
19,6,237
19,6,277
19,6,754
19,6,755
19,6,756
19,6,381
19,6,757
19,6,8
19,6,10
19,6,758
19,6,14
19,7,736
19,7,737
19,7,759
19,7,749
19,7,277
19,7,760
19,8,736
19,8,761
19,9,14
19,9,10
19,10,762
19,10,741
19,10,763
19,10,166
19,10,735
19,10,764
19,10,42
19,10,765
19,10,749
19,10,702
19,10,606
19,11,227
19,11,381
19,11,729
19,11,766
19,11,767
19,11,10
19,11,122
19,12,740
19,12,762
19,12,539
19,13,768
19,13,769
19,13,549
19,14,770
19,14,771
19,14,772
19,14,101
19,14,166
19,14,734
19,14,381
19,14,729
19,14,773
19,14,736
19,14,774
19,14,766
19,14,10
19,14,775
19,14,14
19,14,761
19,15,40
19,15,755
19,15,734
19,15,748
19,15,381
19,15,773
19,15,736
19,15,234
19,15,749
19,15,776
19,15,250
19,16,431
19,16,8
20,1,391
20,2,782
20,2,783
20,2,784
20,2,785
20,2,786
20,3,527
20,3,787
20,4,782
20,4,787
20,5,782
20,5,104
20,6,391
20,6,782
20,7,391
20,8,788
20,8,527
20,9,527
20,10,789
20,10,527
20,10,786
20,11,391
21,1,684
21,1,790
21,1,791
21,1,792
21,1,19
21,1,270
21,1,793
21,1,794
21,1,795
21,1,14
21,2,790
21,2,118
21,2,796
21,2,64
21,2,797
21,2,160
21,2,798
21,2,799
21,2,800
21,2,801
21,2,14
21,2,802
21,3,229
21,3,794
21,3,803
21,3,45
21,4,804
21,5,805
21,5,118
21,5,324
21,5,220
21,5,793
21,5,799
21,5,576
21,5,806
21,5,541
21,5,229
21,5,807
21,5,14
21,6,790
21,6,808
21,6,809
21,6,810
21,6,64
21,6,800
21,6,229
21,6,794
21,6,811
21,6,812
21,7,118
21,7,270
21,7,793
21,7,576
21,7,813
21,7,814
21,7,799
21,7,815
21,7,45
21,7,282
21,7,763
21,7,816
21,7,817
21,7,14
21,7,684
21,7,818
21,7,819
21,7,64
21,7,820
21,7,821
21,8,412
21,8,794
21,8,107
21,8,822
21,8,823
21,8,484
21,8,812
21,9,824
21,9,825
21,9,790
21,9,118
21,9,324
21,9,820
21,9,816
21,9,794
21,9,826
21,9,507
21,9,262
21,10,684
21,10,118
21,10,64
21,10,214
21,10,816
21,10,827
21,10,576
21,10,794
21,10,828
21,10,14
21,10,829
21,11,64
21,11,816
21,11,576
21,11,252
21,11,794
21,11,830
22,1,833
22,1,834
22,1,835
22,1,42
22,1,836
22,1,148
22,1,837
22,1,387
22,2,262
22,2,42
22,2,838
22,2,624
22,3,42
22,3,624
23,1,841
23,2,842
23,2,843
23,2,844
23,2,355
23,2,472
23,2,816
23,2,785
23,2,845
23,2,7
23,2,846
23,2,721
23,2,170
23,2,14
23,2,847
23,3,656
23,3,81
23,3,848
23,3,18
23,3,482
23,3,845
23,3,721
23,3,775
23,3,58
23,4,842
23,4,849
23,4,302
23,4,850
23,4,472
23,4,482
23,4,851
23,4,852
23,4,7
23,4,775
23,4,853
23,4,854
23,5,855
23,5,842
23,5,856
23,5,857
23,5,858
23,5,859
23,5,381
23,5,392
23,5,860
23,5,861
23,5,862
23,5,863
23,5,247
23,5,9
23,5,864
23,5,865
23,5,853
23,5,170
23,6,785
23,6,845
23,6,7
23,6,292
23,6,721
23,6,58
23,7,58
23,7,7
23,7,866
23,8,698
23,8,867
23,8,868
23,8,869
23,8,870
23,8,859
23,8,381
23,8,392
23,8,214
23,8,866
23,8,871
23,8,845
23,8,785
23,8,7
23,8,740
23,8,170
23,8,58
23,9,58
23,9,872
23,9,873
23,9,392
23,9,874
23,9,472
23,9,785
23,9,845
23,9,7
23,9,366
23,9,802
23,9,289
23,9,250
23,10,58
23,10,875
23,10,874
23,10,461
23,11,867
23,11,845
23,11,7
23,11,876
23,11,802
23,12,58
23,12,468
23,12,877
24,1,506
24,1,882
24,1,422
24,2,883
24,2,62
24,2,214
24,2,882
24,2,10
24,3,198
24,3,600
24,3,14
24,3,506
24,4,884
24,4,10
24,4,14
24,4,300
24,4,733
24,4,250
24,5,261
24,6,471
24,6,62
24,7,143
24,7,506
24,7,682
24,7,300
24,7,885
24,8,261
24,8,143
24,8,618
24,8,734
24,8,886
24,8,626
24,8,887
24,8,783
24,8,137
24,8,888
24,8,889
24,8,295
24,8,890
24,8,620
24,8,891
24,8,385
24,8,123
24,8,892
24,8,7
24,8,226
24,8,14
24,8,893
24,8,894
24,8,405
24,8,289
24,9,422
24,9,166
24,9,895
24,9,896
24,9,372
24,9,691
24,9,504
24,9,14
24,10,488
24,10,62
24,10,858
24,11,897
24,11,898
24,12,892
24,12,899
24,12,900
24,12,506
24,12,864
24,12,901
24,12,10
24,13,506
24,13,600
24,13,10
24,14,422
24,14,506
24,14,198
24,14,600
24,14,902
24,15,506
24,15,226
24,15,123
24,16,506
24,17,506
24,17,385
24,17,903
24,18,261
24,18,904
24,18,887
24,18,905
24,18,906
24,19,600
24,19,691
24,19,385
24,20,422
24,20,62
24,20,886
24,20,334
24,20,10
24,20,14
24,21,907
24,21,908
24,21,62
24,21,274
24,21,909
24,21,910
24,21,895
24,21,911
24,21,372
24,21,691
24,21,334
24,21,912
24,21,913
24,21,733
24,22,62
24,22,506
24,22,914
24,22,896
24,22,691
24,22,275
24,22,405
24,22,600
24,22,14
24,22,915
24,22,916
24,23,261
24,23,506
24,23,385
24,23,112
24,23,7
24,24,506
24,24,14
24,24,783
24,25,261
24,25,214
24,25,917
24,25,600
24,25,14
24,25,915
24,25,250
24,26,62
24,26,886
24,26,214
24,26,385
24,26,10
24,26,913
24,27,506
24,27,600
24,27,918
24,27,733
24,28,143
24,28,355
24,28,734
24,28,64
24,28,385
24,28,919
24,28,362
24,28,7
24,28,8
24,28,14
24,28,854
24,29,143
24,29,355
24,29,734
24,29,920
24,29,921
24,29,517
24,29,563
24,29,10
24,29,922
24,29,289
24,29,913
24,29,854
24,30,923
25,1,742
25,1,924
25,1,925
25,1,229
25,1,926
25,1,893
25,2,927
26,1,329
26,1,618
26,1,940
26,1,620
26,1,941
26,1,942
26,2,943
26,3,944
26,3,943
26,4,620
26,4,945
26,4,418
26,4,330
26,4,946
26,4,947
27,1,951
27,1,952
27,1,953
27,1,19
27,1,954
27,1,125
27,1,154
27,1,816
27,1,955
27,1,956
27,1,957
27,1,958
27,2,391
27,2,959
27,2,596
27,2,960
27,3,961
27,4,962
27,4,963
27,4,626
27,4,391
27,4,964
27,4,862
27,4,957
27,4,636
27,5,278
27,5,810
27,5,125
27,5,965
27,5,163
27,6,966
27,7,636
27,7,552
27,7,72
27,8,967
27,8,787
27,9,968
27,9,154
27,9,596
27,9,957
27,9,852
27,9,507
27,9,236
27,10,966
27,11,236
27,12,102
27,12,787
28,1,970
28,1,971
28,1,972
28,1,918
28,1,973
28,1,974
28,1,794
28,1,975
28,1,123
28,1,976
28,1,977
28,1,415
28,1,58
28,1,14
28,1,953
28,1,978
28,1,392
28,1,393
28,1,229
28,1,979
28,2,855
28,2,867
28,2,980
28,2,479
28,2,981
28,2,918
28,2,973
28,2,982
28,2,302
28,2,794
28,2,304
28,2,975
28,2,983
28,2,417
28,2,984
28,2,112
28,2,501
28,2,985
28,2,58
28,2,14
28,2,986
28,2,660
28,2,987
28,2,938
28,2,979
28,2,325
28,2,10
28,2,922
28,2,250
28,3,988
28,3,867
28,3,214
28,3,989
28,3,990
28,3,991
28,3,137
28,3,488
28,3,837
28,3,918
28,3,973
28,3,220
28,3,992
28,3,794
28,3,975
28,3,123
28,3,42
28,3,993
28,3,14
28,3,416
28,3,994
28,3,995
28,3,229
28,3,996
28,3,230
28,4,908
28,4,970
28,4,997
28,4,990
28,4,918
28,4,422
28,4,974
28,4,998
28,4,999
28,4,105
28,4,794
28,4,1000
28,4,975
28,4,123
28,4,1001
28,4,417
28,4,58
28,4,14
28,4,986
28,4,994
28,4,229
28,4,922
28,4,1002
28,5,867
28,5,355
28,5,362
28,5,234
28,5,989
28,5,75
28,5,918
28,5,236
28,5,974
28,5,794
28,5,975
28,5,123
28,5,1003
28,5,993
28,5,985
28,5,14
28,5,987
28,5,229
28,5,979
28,5,922
28,6,285
28,6,980
28,6,362
28,6,972
28,6,990
28,6,837
28,6,918
28,6,774
28,6,105
28,6,794
28,6,879
28,6,975
28,6,1004
28,6,984
28,6,42
28,6,377
28,6,14
28,6,987
28,6,229
28,6,979
28,6,1005
28,6,250
29,1,1012
29,2,1013
29,2,1014
29,3,297
30,1,1017
30,2,40
30,2,1018
30,2,386
30,2,1019
30,2,738
30,2,1020
31,1,788
31,1,1022
31,1,416
31,1,994
31,1,1023
31,1,1024
31,1,921
31,1,1025
31,1,1026
31,1,58
31,1,776
31,1,331
31,1,781
31,1,57
31,1,1027
31,2,261
31,2,81
31,2,287
31,2,58
31,2,355
31,2,1023
31,2,132
31,2,921
31,2,1025
31,2,372
31,2,836
31,2,1028
31,2,1029
31,2,504
31,2,1030
32,1,1024
32,1,63
32,1,626
32,1,1033
32,1,1034
32,1,1035
32,1,295
32,1,918
32,1,566
32,1,134
32,1,1036
32,1,1037
32,1,30
32,1,766
32,1,758
32,1,1038
32,1,1039
32,1,187
32,1,1040
32,1,1041
32,1,1042
32,2,1043
32,2,626
32,2,1044
32,2,400
32,2,1045
32,2,1033
32,2,1046
32,2,1047
32,2,634
32,2,436
32,2,1048
32,2,58
32,2,1008
32,2,1038
32,2,1039
32,2,1041
32,2,335
32,2,1049
32,2,1050
32,3,355
32,3,1051
32,3,324
32,3,849
32,3,1052
32,3,1042
32,3,1053
32,3,1054
32,3,89
32,3,58
32,3,377
32,3,14
32,3,1002
33,1,80
33,1,974
33,1,1060
33,1,389
33,1,166
33,1,187
33,1,1061
33,1,1062
33,1,335
33,1,415
33,1,58
33,1,14
33,1,604
33,1,505
33,2,1063
33,2,295
33,2,80
33,2,346
33,2,848
33,2,479
33,2,783
33,2,1064
33,2,415
33,2,58
33,2,468
33,2,647
33,2,905
33,2,14
33,2,505
33,3,618
33,3,980
33,3,479
33,3,991
33,3,1065
33,3,1066
33,3,275
33,3,389
33,3,415
33,3,54
33,3,58
33,3,505
33,3,141
33,3,80
33,3,1060
33,3,85
33,3,1067
33,3,1068
33,3,344
33,3,335
33,3,864
33,3,150
33,3,647
33,4,1069
33,4,980
33,4,389
33,4,85
33,4,1070
33,4,1071
33,4,1062
33,4,112
33,4,352
33,4,344
33,4,494
33,4,1072
33,4,532
33,4,468
33,4,14
33,4,505
33,4,1065
33,5,555
33,5,238
33,5,618
33,5,415
33,5,389
33,5,85
33,5,882
33,5,344
33,5,275
33,5,67
33,5,864
33,5,922
33,5,505
33,5,1070
33,6,415
33,6,389
33,6,1073
33,6,938
33,6,344
33,6,67
33,6,275
33,6,864
33,6,199
33,6,346
33,6,1070
33,7,1074
33,8,1063
33,8,238
33,8,620
33,8,415
33,8,1075
33,8,187
33,8,864
33,8,1062
33,8,1076
33,8,275
33,8,97
33,8,1077
33,8,605
33,8,647
33,8,702
33,8,14
34,1,1078
34,1,261
34,1,1079
34,1,945
34,1,64
34,1,1080
34,1,330
34,1,861
34,1,1081
34,1,352
34,1,645
34,1,1082
34,1,1083
34,1,300
34,2,1084
34,2,1085
34,2,1086
34,2,1087
34,2,13
34,2,14
35,1,259
35,1,591
35,1,917
35,1,385
35,1,1098
35,2,1099
35,3,42
35,3,926
35,3,1100
35,4,42
35,5,1086
36,1,1102
36,1,1103
36,1,286
36,1,287
36,1,537
36,1,872
36,1,496
36,1,1104
36,1,42
36,1,154
36,1,816
36,1,981
36,1,1048
36,1,1105
36,1,297
36,1,226
36,1,1106
36,2,1107
36,2,1108
36,2,1109
36,2,348
36,2,1110
36,2,816
36,2,1111
36,2,1112
36,2,597
37,1,994
37,1,1115
37,1,355
37,1,1116
37,1,838
37,1,1117
37,1,755
37,1,1118
37,1,1119
37,1,1120
37,1,1121
37,1,1122
37,2,243
37,2,1123
37,3,816
37,3,1124
37,3,1125
37,3,395
37,3,10
37,3,1126
37,3,1127
37,4,1128
37,4,814
37,4,227
37,4,243
37,4,1129
37,4,1125
37,4,477
37,5,395
37,5,1127
37,5,244
37,6,208
